Species,Trap,Latitude,Longitude,WnvPresent,AvgSpeed,Cool,Day_of_year,Depart,Heat,PrecipTotal,ResultDir,ResultSpeed,SeaLevel,StnPressure,Tavg,Tmax,Tmin,Pred
1365,CULEX RESTUANS,T161,41.719059,-87.675088,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1366,CULEX PIPIENS,T161,41.719059,-87.675088,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1367,CULEX PIPIENS/RESTUANS,T084,41.692555,-87.598865,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1368,CULEX PIPIENS/RESTUANS,T160,41.903002,-87.688267,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1369,CULEX PIPIENS/RESTUANS,T160,41.903002,-87.688267,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1370,CULEX PIPIENS,T160,41.903002,-87.688267,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1371,CULEX PIPIENS/RESTUANS,T095,41.704336,-87.703736,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1372,CULEX PIPIENS/RESTUANS,T095,41.704336,-87.703736,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1373,CULEX PIPIENS/RESTUANS,T074,41.822536,-87.666343,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1374,CULEX RESTUANS,T074,41.822536,-87.666343,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1375,CULEX RESTUANS,T077,41.778748,-87.586427,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1376,CULEX PIPIENS/RESTUANS,T081,41.821582,-87.627796,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1377,CULEX RESTUANS,T081,41.821582,-87.627796,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1378,CULEX PIPIENS/RESTUANS,T082,41.803423,-87.642984,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1379,CULEX RESTUANS,T082,41.803423,-87.642984,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1380,CULEX PIPIENS/RESTUANS,T083,41.754292,-87.590773,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1381,CULEX PIPIENS,T083,41.754292,-87.590773,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1382,CULEX PIPIENS/RESTUANS,T115,41.673408,-87.599862,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1383,CULEX PIPIENS/RESTUANS,T115,41.673408,-87.599862,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1384,CULEX PIPIENS,T115,41.673408,-87.599862,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1385,CULEX PIPIENS,T115,41.673408,-87.599862,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1386,CULEX PIPIENS/RESTUANS,T138,41.726465,-87.585413,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1387,CULEX PIPIENS/RESTUANS,T138,41.726465,-87.585413,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1388,CULEX PIPIENS/RESTUANS,T138,41.726465,-87.585413,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1389,CULEX PIPIENS/RESTUANS,T138,41.726465,-87.585413,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1390,CULEX PIPIENS/RESTUANS,T138,41.726465,-87.585413,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1391,CULEX PIPIENS/RESTUANS,T138,41.726465,-87.585413,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1392,CULEX PIPIENS/RESTUANS,T138,41.726465,-87.585413,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1393,CULEX PIPIENS/RESTUANS,T138,41.726465,-87.585413,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1394,CULEX RESTUANS,T138,41.726465,-87.585413,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1395,CULEX PIPIENS,T138,41.726465,-87.585413,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1396,CULEX PIPIENS,T138,41.726465,-87.585413,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1397,CULEX PIPIENS,T138,41.726465,-87.585413,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1398,CULEX PIPIENS,T138,41.726465,-87.585413,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1399,CULEX PIPIENS,T138,41.726465,-87.585413,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1400,CULEX PIPIENS,T138,41.726465,-87.585413,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1401,CULEX PIPIENS,T138,41.726465,-87.585413,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1402,CULEX PIPIENS,T138,41.726465,-87.585413,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1403,CULEX PIPIENS,T138,41.726465,-87.585413,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1404,CULEX PIPIENS,T138,41.726465,-87.585413,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1405,CULEX PIPIENS,T138,41.726465,-87.585413,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1406,CULEX PIPIENS,T138,41.726465,-87.585413,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1407,CULEX PIPIENS,T138,41.726465,-87.585413,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1408,CULEX PIPIENS,T138,41.726465,-87.585413,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1409,CULEX PIPIENS,T138,41.726465,-87.585413,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1410,CULEX PIPIENS,T138,41.726465,-87.585413,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1411,CULEX PIPIENS,T138,41.726465,-87.585413,1,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1412,CULEX PIPIENS/RESTUANS,T200,41.678618,-87.559308,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1413,CULEX PIPIENS/RESTUANS,T200,41.678618,-87.559308,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1414,CULEX PIPIENS,T200,41.678618,-87.559308,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1415,CULEX PIPIENS,T200,41.678618,-87.559308,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1416,CULEX TERRITANS,T200,41.678618,-87.559308,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1417,CULEX TERRITANS,T200,41.678618,-87.559308,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1418,CULEX PIPIENS/RESTUANS,T206,41.737052,-87.543067,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1419,CULEX PIPIENS/RESTUANS,T209,41.740641,-87.546587,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1420,CULEX RESTUANS,T209,41.740641,-87.546587,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1421,CULEX PIPIENS,T209,41.740641,-87.546587,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1422,CULEX TERRITANS,T209,41.740641,-87.546587,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1423,CULEX PIPIENS/RESTUANS,T212,41.680946,-87.535198,1,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1424,CULEX PIPIENS/RESTUANS,T212,41.680946,-87.535198,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1425,CULEX PIPIENS/RESTUANS,T212,41.680946,-87.535198,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1426,CULEX RESTUANS,T212,41.680946,-87.535198,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1427,CULEX PIPIENS,T212,41.680946,-87.535198,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1428,CULEX PIPIENS,T212,41.680946,-87.535198,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1429,CULEX PIPIENS,T212,41.680946,-87.535198,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1430,CULEX PIPIENS,T212,41.680946,-87.535198,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1431,CULEX TERRITANS,T212,41.680946,-87.535198,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1432,CULEX PIPIENS/RESTUANS,T215,41.686398,-87.531635,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1433,CULEX PIPIENS/RESTUANS,T215,41.686398,-87.531635,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1434,CULEX PIPIENS/RESTUANS,T215,41.686398,-87.531635,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1435,CULEX PIPIENS/RESTUANS,T215,41.686398,-87.531635,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1436,CULEX RESTUANS,T215,41.686398,-87.531635,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1437,CULEX TERRITANS,T215,41.686398,-87.531635,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1438,CULEX TERRITANS,T215,41.686398,-87.531635,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1439,CULEX PIPIENS/RESTUANS,T107,41.729669,-87.582699,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1440,CULEX PIPIENS,T107,41.729669,-87.582699,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1441,CULEX PIPIENS/RESTUANS,T128,41.704572,-87.565666,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1442,CULEX PIPIENS,T128,41.704572,-87.565666,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1443,CULEX PIPIENS/RESTUANS,T097,41.644612,-87.604498,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1444,CULEX PIPIENS/RESTUANS,T097,41.644612,-87.604498,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1445,CULEX PIPIENS,T097,41.644612,-87.604498,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1446,CULEX PIPIENS/RESTUANS,T099,41.733643,-87.55551,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1447,CULEX PIPIENS,T099,41.733643,-87.55551,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1448,CULEX PIPIENS/RESTUANS,T100,41.717753,-87.531657,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1449,CULEX PIPIENS,T100,41.717753,-87.531657,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1450,CULEX PIPIENS/RESTUANS,T102,41.750498,-87.605294,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1451,CULEX RESTUANS,T102,41.750498,-87.605294,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1452,CULEX PIPIENS,T102,41.750498,-87.605294,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1453,CULEX PIPIENS/RESTUANS,T103,41.702724,-87.536497,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1454,CULEX PIPIENS/RESTUANS,T103,41.702724,-87.536497,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1455,CULEX PIPIENS/RESTUANS,T103,41.702724,-87.536497,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1456,CULEX PIPIENS/RESTUANS,T103,41.702724,-87.536497,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1457,CULEX PIPIENS/RESTUANS,T103,41.702724,-87.536497,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1458,CULEX PIPIENS/RESTUANS,T103,41.702724,-87.536497,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1459,CULEX RESTUANS,T103,41.702724,-87.536497,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1460,CULEX PIPIENS,T103,41.702724,-87.536497,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1461,CULEX PIPIENS,T103,41.702724,-87.536497,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1462,CULEX TERRITANS,T103,41.702724,-87.536497,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1463,CULEX PIPIENS,T157,41.825902,-87.667827,0,5.9,16.0,214,8.0,0.0,0.0,26,5.5,29.97,29.26,81.0,91,70,0.0
1464,CULEX PIPIENS/RESTUANS,T215,41.686398,-87.531635,0,5.7,15.0,215,7.0,0.0,0.0,3,2.7,30.02,29.31,80.0,90,69,0.0
1465,CULEX PIPIENS,T215,41.686398,-87.531635,0,5.7,15.0,215,7.0,0.0,0.0,3,2.7,30.02,29.31,80.0,90,69,0.0
1466,CULEX PIPIENS,T215,41.686398,-87.531635,0,5.7,15.0,215,7.0,0.0,0.0,3,2.7,30.02,29.31,80.0,90,69,0.0
1467,CULEX PIPIENS,T215,41.686398,-87.531635,0,5.7,15.0,215,7.0,0.0,0.0,3,2.7,30.02,29.31,80.0,90,69,0.0
1468,CULEX PIPIENS,T215,41.686398,-87.531635,0,5.7,15.0,215,7.0,0.0,0.0,3,2.7,30.02,29.31,80.0,90,69,0.0
1469,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1470,CULEX RESTUANS,T002,41.95469,-87.800991,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1471,CULEX PIPIENS,T002,41.95469,-87.800991,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1472,CULEX PIPIENS/RESTUANS,T007,41.994991,-87.769279,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1473,CULEX PIPIENS,T007,41.994991,-87.769279,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1474,CULEX PIPIENS/RESTUANS,T015,41.974089,-87.824812,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1475,CULEX RESTUANS,T015,41.974089,-87.824812,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1476,CULEX PIPIENS,T015,41.974089,-87.824812,1,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1477,CULEX PIPIENS/RESTUANS,T045,41.9216,-87.666455,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1478,CULEX PIPIENS,T045,41.9216,-87.666455,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1479,CULEX PIPIENS/RESTUANS,T046,41.891118,-87.654491,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1480,CULEX PIPIENS,T046,41.891118,-87.654491,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1481,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1482,CULEX PIPIENS,T048,41.867108,-87.654224,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1483,CULEX PIPIENS/RESTUANS,T049,41.896282,-87.655232,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1484,CULEX PIPIENS,T049,41.896282,-87.655232,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1485,CULEX PIPIENS/RESTUANS,T050,41.919343,-87.694259,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1486,CULEX PIPIENS,T050,41.919343,-87.694259,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1487,CULEX PIPIENS/RESTUANS,T054,41.921965,-87.632085,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1488,CULEX PIPIENS/RESTUANS,T086,41.688324,-87.676709,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1489,CULEX PIPIENS/RESTUANS,T086,41.688324,-87.676709,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1490,CULEX RESTUANS,T086,41.688324,-87.676709,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1491,CULEX PIPIENS,T086,41.688324,-87.676709,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1492,CULEX PIPIENS,T086,41.688324,-87.676709,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1493,CULEX PIPIENS/RESTUANS,T091,41.862292,-87.64886,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1494,CULEX PIPIENS,T091,41.862292,-87.64886,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1495,CULEX PIPIENS/RESTUANS,T094,41.720848,-87.666014,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1496,CULEX PIPIENS,T094,41.720848,-87.666014,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1497,CULEX PIPIENS/RESTUANS,T096,41.731922,-87.677512,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1498,CULEX RESTUANS,T096,41.731922,-87.677512,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1499,CULEX PIPIENS,T096,41.731922,-87.677512,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1500,CULEX SALINARIUS,T096,41.731922,-87.677512,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1501,CULEX PIPIENS/RESTUANS,T129,41.891126,-87.61156,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1502,CULEX PIPIENS/RESTUANS,T143,41.999129,-87.795585,1,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1503,CULEX PIPIENS,T143,41.999129,-87.795585,1,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1504,CULEX PIPIENS/RESTUANS,T148,42.01743,-87.687769,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1505,CULEX PIPIENS,T148,42.01743,-87.687769,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1506,CULEX PIPIENS/RESTUANS,T153,41.907645,-87.760886,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1507,CULEX PIPIENS,T153,41.907645,-87.760886,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1508,CULEX PIPIENS/RESTUANS,T159,41.732984,-87.649642,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1509,CULEX RESTUANS,T159,41.732984,-87.649642,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1510,CULEX PIPIENS,T159,41.732984,-87.649642,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1511,CULEX TERRITANS,T159,41.732984,-87.649642,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1512,CULEX PIPIENS/RESTUANS,T009,41.981964,-87.812827,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1513,CULEX RESTUANS,T009,41.981964,-87.812827,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1514,CULEX PIPIENS,T009,41.981964,-87.812827,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1515,CULEX PIPIENS/RESTUANS,T011,41.944869,-87.832763,1,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1516,CULEX RESTUANS,T011,41.944869,-87.832763,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1517,CULEX PIPIENS,T011,41.944869,-87.832763,1,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1518,CULEX PIPIENS/RESTUANS,T016,42.011601,-87.811506,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1519,CULEX PIPIENS,T016,42.011601,-87.811506,1,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1520,CULEX PIPIENS,T019,41.94983,-87.698457,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1521,CULEX PIPIENS/RESTUANS,T025,41.979243,-87.750938,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1522,CULEX PIPIENS,T025,41.979243,-87.750938,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1523,CULEX PIPIENS/RESTUANS,T028,41.986921,-87.689778,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1524,CULEX PIPIENS,T028,41.986921,-87.689778,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1525,CULEX PIPIENS/RESTUANS,T031,41.801498,-87.763416,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1526,CULEX PIPIENS,T031,41.801498,-87.763416,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1527,CULEX PIPIENS/RESTUANS,T033,41.906638,-87.701431,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1528,CULEX PIPIENS,T033,41.906638,-87.701431,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1529,CULEX PIPIENS/RESTUANS,T089,41.723195,-87.64997,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1530,CULEX PIPIENS,T089,41.723195,-87.64997,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1531,CULEX PIPIENS/RESTUANS,T090,41.868077,-87.666901,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1532,CULEX RESTUANS,T090,41.868077,-87.666901,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1533,CULEX PIPIENS,T090,41.868077,-87.666901,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1534,CULEX PIPIENS/RESTUANS,T092,41.869216,-87.627561,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
1535,CULEX PIPIENS,T092,41.869216,-87.627561,0,9.0,17.0,219,9.0,0.0,1.31,25,6.2,29.76,29.06,82.0,91,72,0.0
